Key,Context,English,Deutsch,Français,中文,Español,Polski,Русский,日本,한국어
MAP_FEATURE_NAME_427,planet feature name,Siton Undae,Siton Undae,Siton Undae,西顿沙丘群,Siton Undae,Siton Undae,Siton Undae,シドン砂丘,시톤 운다이
MAP_FEATURE_NAME_428,planet feature name,Hagal dune field,Hagal dune field,Hagal dune field,哈加尔沙丘群,Hagal dune field,Hagal dune field,Hagal dune field,ハガル砂丘帯,하갈 사구 평원
MAP_FEATURE_NAME_429,planet feature name,Olympia Undae,Olympia Undae,Olympia Undae,奥林匹亚沙丘群,Olympia Undae,Olympia Undae,Olympia Undae,オリンピア砂丘,올림피아 운다이
MAP_FEATURE_NAME_430,planet feature name,Aspledon Undae,Aspledon Undae,Aspledon Undae,阿斯普勒冬沙丘群,Aspledon Undae,Aspledon Undae,Aspledon Undae,アスプレドン砂丘,아스플레돈 운다이
MAP_FEATURE_NAME_431,planet feature name,Hyperboreae Undae,Hyperboreae Undae,Hyperboreae Undae,极北沙丘群,Hyperboreae Undae,Hyperboreae Undae,Hyperboreae Undae,ヒィペルボレアエ砂丘,히페르보레아이 운다이
MAP_FEATURE_NAME_433,planet feature name,Nili Patera dune field,Nili Patera dune field,Nili Patera dune field,尼罗山口沙丘群,Nili Patera dune field,Nili Patera dune field,Nili Patera dune field,ニリ・パテラ砂丘帯,닐리 파테라 사구 평원
MAP_FEATURE_NAME_434,planet feature name,Ogygis Undae,Ogygis Undae,Ogygis Undae,俄古革斯沙丘群,Ogygis Undae,Ogygis Undae,Ogygis Undae,オギュギア砂丘,오기기스 운다이
MAP_FEATURE_NAME_435,planet feature name,Candor Labes,Candor Labes,Candor Labes,坎多尔坡地,Candor Labes,Candor Labes,Candor Labes,カンドル地滑り地形,칸도르 라베스
MAP_FEATURE_NAME_436,planet feature name,Coprates Labes,Coprates Labes,Coprates Labes,科普莱特斯坡地,Coprates Labes,Coprates Labes,Coprates Labes,コプラテスエ地滑り地形,코프라테스 라베스
MAP_FEATURE_NAME_437,planet feature name,Ius Labes,Ius Labes,Ius Labes,尤斯坡地,Ius Labes,Ius Labes,Ius Labes,イウス地滑り地形,유스 라베스
MAP_FEATURE_NAME_438,planet feature name,Melas Labes,Melas Labes,Melas Labes,梅拉斯拉坡地,Melas Labes,Melas Labes,Melas Labes,メラス地滑り地形,멜라스 라베스
MAP_FEATURE_NAME_440,planet feature name,Olympica Fossae,Olympica Fossae,Olympica Fossae,奥林波斯堑沟群,Olympica Fossae,Olympica Fossae,Olympica Fossae,オリンピカ地溝帯,올림피카 포사이
MAP_FEATURE_NAME_441,planet feature name,Tractus Fossae,Tractus Fossae,Tractus Fossae,特拉克图斯堑沟群,Tractus Fossae,Tractus Fossae,Tractus Fossae,トラクトゥス地溝帯,트락투스 포사이
MAP_FEATURE_NAME_442,planet feature name,Mareotis Fossae,Mareotis Fossae,Mareotis Fossae,玛莱奥提斯堑沟群,Mareotis Fossae,Mareotis Fossae,Mareotis Fossae,マレオティス地溝帯,마레오티스 포사이
MAP_FEATURE_NAME_443,planet feature name,Tempe Foassae,Tempe Foassae,Tempe Foassae,滕比堑沟群,Tempe Foassae,Tempe Foassae,Tempe Foassae,テムペ地溝帯,템페 포사이
MAP_FEATURE_NAME_444,planet feature name,Coloe Fossae,Coloe Fossae,Coloe Fossae,科勒堑沟群,Coloe Fossae,Coloe Fossae,Coloe Fossae,コロエ地溝帯,콜로이 포사이
MAP_FEATURE_NAME_445,planet feature name,Ulysses Fossae,Ulysses Fossae,Ulysses Fossae,尤利西斯堑沟群,Ulysses Fossae,Ulysses Fossae,Ulysses Fossae,ユリシーズ地溝帯,율리시스 포사이
MAP_FEATURE_NAME_446,planet feature name,Labeatis Fossae,Labeatis Fossae,Labeatis Fossae,拉贝亚提斯堑沟群,Labeatis Fossae,Labeatis Fossae,Labeatis Fossae,ラベアティス地溝帯,라베아티스 포사이
MAP_FEATURE_NAME_447,planet feature name,Cerberus Fossae,Cerverus Fossae,Cerberus Fossae,刻耳柏洛斯堑沟群,Cerverus Fossae,Cerverus Fossae,Cerverus Fossae,ケルベロス地溝帯,케르베루스 포사이
MAP_FEATURE_NAME_448,planet feature name,Nili Fossae,Nili Fossae,Nili Fossae,尼罗堑沟群,Nili Fossae,Nili Fossae,Nili Fossae,ニリ地溝帯,닐리 포사이
MAP_FEATURE_NAME_449,planet feature name,Mangala Fossa,Mangala Fossa,Mangala Fossa,曼加拉堑沟,Mangala Fossa,Mangala Fossa,Mangala Fossa,マンガラ地溝帯,망갈라 포사이
MAP_FEATURE_NAME_452,planet feature name,Galaxias Fossae,Galaxias Fossae,Galaxias Fossae,盖勒克西亚斯堑沟群,Galaxias Fossae,Galaxias Fossae,Galaxias Fossae,ギャラクシアス地溝帯,갈락시아스 포사이
MAP_FEATURE_NAME_453,planet feature name,Aganippe Fossa,Aganippe Fossa,Aganippe Fossa,阿伽尼佩堑沟,Aganippe Fossa,Aganippe Fossa,Aganippe Fossa,アガニッペ地溝帯,아가니페 포사
MAP_FEATURE_NAME_454,planet feature name,Hephaestus Fossae,Hephaestus Fossae,Hephaestus Fossae,赫菲斯托斯堑沟群,Hephaestus Fossae,Hephaestus Fossae,Hephaestus Fossae,ヘパイストス地溝帯,헤파이스투스 포사이
MAP_FEATURE_NAME_455,planet feature name,Ceraunius Fossae,Ceraunius Fossae,Ceraunius Fossae,刻拉尼俄斯堑沟群,Ceraunius Fossae,Ceraunius Fossae,Ceraunius Fossae,ケラウニウス地溝帯,케라우니우스 포사이
MAP_FEATURE_NAME_456,planet feature name,Medusae Fossae,Medusae Fossae,Medusae Fossae,美杜莎堑沟群,Medusae Fossae,Medusae Fossae,Medusae Fossae,メデューサエ地溝帯,메두사이 포사이
MAP_FEATURE_NAME_459,planet feature name,Acheron Fossae,Acheron Fossae,Acheron Fossae,阿刻戎堑沟群,Acheron Fossae,Acheron Fossae,Acheron Fossae,アケローン地溝帯,아케론 포사이
MAP_FEATURE_NAME_460,planet feature name,Claritas Fossae,Claritas Fossae,Claritas Fossae,克拉里塔斯堑沟群,Claritas Fossae,Claritas Fossae,Claritas Fossae,クラリタス地溝帯,클라리타스 포사이
MAP_FEATURE_NAME_461,planet feature name,Tantalus Fossae,Tantalus Fossae,Tantalus Fossae,坦塔罗斯堑沟群,Tantalus Fossae,Tantalus Fossae,Tantalus Fossae,タンタルス地溝帯,탄탈루스 포사이
MAP_FEATURE_NAME_462,planet feature name,Oti Fossae,Oti Fossae,Oti Fossae,奥蒂堑沟群,Oti Fossae,Oti Fossae,Oti Fossae,オティ地溝帯,오티 포사이
MAP_FEATURE_NAME_463,planet feature name,Calydon Fossa,Calydon Fossa,Calydon Fossa,卡吕冬堑沟,Calydon Fossa,Calydon Fossa,Calydon Fossa,カリュドン地溝帯,칼뤼돈 포사
MAP_FEATURE_NAME_464,planet feature name,Icaria Fossae,Icaria Fossae,Icaria Fossae,伊卡里亚堑沟群,Icaria Fossae,Icaria Fossae,Icaria Fossae,イカリア地溝帯,이카리아 포사이
MAP_FEATURE_NAME_465,planet feature name,Abalos Colles,Abalos Colles,Abalos Colles,阿瓦洛斯小丘群,Abalos Colles,Abalos Colles,Abalos Colles,アバロス丘,아발로스 콜레스
MAP_FEATURE_NAME_466,planet feature name,Tartarus Colles,Tartarus Colles,Tartarus Colles,塔耳塔罗斯小丘群,Tartarus Colles,Tartarus Colles,Tartarus Colles,タルタルス丘,타르타루스 콜레스
MAP_FEATURE_NAME_467,planet feature name,Acidalia Colles,Acidalia Colles,Acidalia Colles,阿西达利亚小丘群,Acidalia Colles,Acidalia Colles,Acidalia Colles,アキダリア丘,아키달리아 콜레스
MAP_FEATURE_NAME_468,planet feature name,Astapus Colles,Astapus Colles,Astapus Colles,阿斯塔普斯小丘群,Astapus Colles,Astapus Colles,Astapus Colles,アスタプス丘,아스타푸스 콜레스
MAP_FEATURE_NAME_469,planet feature name,Ulysses Colles,Ulysses Colles,Ulysses Colles,尤利西斯小丘群,Ulysses Colles,Ulysses Colles,Ulysses Colles,ユリシーズ丘,율리시스 콜레스
MAP_FEATURE_NAME_470,planet feature name,Avernus Colles,Avernus Colles,Avernus Colles,阿佛纳斯小丘群,Avernus Colles,Avernus Colles,Avernus Colles,アヴェルヌス丘,아페르누스 콜레스
MAP_FEATURE_NAME_471,planet feature name,Simois Colles,Simois Colles,Simois Colles,西摩伊斯小丘群,Simois Colles,Simois Colles,Simois Colles,シモイス丘,시모이스 콜레스
MAP_FEATURE_NAME_472,planet feature name,Ariadnes Colles,Ariadnes Colles,Ariadnes Colles,阿里阿德涅小丘群,Ariadnes Colles,Ariadnes Colles,Ariadnes Colles,アリアドネス丘,아리아드네 콜레스
MAP_FEATURE_NAME_475,planet feature name,Protonilus Mensae,Protonilus Mensae,Protonilus Mensae,初尼罗桌山群,Protonilus Mensae,Protonilus Mensae,Protonilus Mensae,プロトニルス卓状台地,프로토닐루스 멘사이
MAP_FEATURE_NAME_476,planet feature name,Deuteronilus Mensae,Deuteronilus Mensae,Deuteronilus Mensae,亚尼罗桌山群,Deuteronilus Mensae,Deuteronilus Mensae,Deuteronilus Mensae,デウテロニルス卓状台地,도이테로닐루스 멘사이
MAP_FEATURE_NAME_477,planet feature name,Capri Mensa,Capri Mensa,Capri Mensa,卡普里桌山,Capri Mensa,Capri Mensa,Capri Mensa,カプリ卓状台地,카프리 멘사
MAP_FEATURE_NAME_480,planet feature name,Hebes Mensa,Hebes Mensa,Hebes Mensa,赫柏斯桌山,Hebes Mensa,Hebes Mensa,Hebes Mensa,ハベス卓状台地,헤베스 멘사
MAP_FEATURE_NAME_481,planet feature name,Aeolis Mensae,Aeolis Mensae,Aeolis Mensae,埃俄利斯桌山群,Aeolis Mensae,Aeolis Mensae,Aeolis Mensae,アイオリス卓状台地,아이올리스 멘사이
MAP_FEATURE_NAME_482,planet feature name,Nilosyrtis Mensae,Nilosyrtis Mensae,Nilosyrtis Mensae,尼罗瑟提斯桌山群,Nilosyrtis Mensae,Nilosyrtis Mensae,Nilosyrtis Mensae,ニロシィルティス卓状台地,닐로시르티스 멘사이
MAP_FEATURE_NAME_483,planet feature name,Ausonia Mensa,Ausonia Mensa,Ausonia Mensa,奥索尼亚桌山,Ausonia Mensa,Ausonia Mensa,Ausonia Mensa,アウソニア卓状台地,아우소니아 멘사
MAP_FEATURE_NAME_484,planet feature name,Aurorae Chaos,Aurorae Chaos,Aurorae Chaos,奥罗拉混杂地,Aurorae Chaos,Aurorae Chaos,Aurorae Chaos,オーロラエ・カオス,아우로라이 카오스
MAP_FEATURE_NAME_485,planet feature name,Chryse Chaos,Chryse Chaos,Chryse Chaos,克律塞混杂地,Chryse Chaos,Chryse Chaos,Chryse Chaos,クリュセ・カオス,크리세 카오스
MAP_FEATURE_NAME_486,planet feature name,Hellas Chaos,Hellas Chaos,Hellas Chaos,希腊混杂地,Hellas Chaos,Hellas Chaos,Hellas Chaos,ヘラス・カオス,헬라스 카오스
MAP_FEATURE_NAME_487,planet feature name,Eos Chaos,Eos Chaos,Eos Chaos,厄俄斯混杂地,Eos Chaos,Eos Chaos,Eos Chaos,エオス・カオス,에오스 카오스
MAP_FEATURE_NAME_488,planet feature name,Echus Chaos,Echus Chaos,Echus Chaos,厄科混杂地,Echus Chaos,Echus Chaos,Echus Chaos,エチュス・カオス,에쿠스 카오스
MAP_FEATURE_NAME_489,planet feature name,Iani Chaos,Iani Chaos,Iani Chaos,亚尼混杂地,Iani Chaos,Iani Chaos,Iani Chaos,イアニ・カオス,야니 카오스
MAP_FEATURE_NAME_490,planet feature name,Hydraotes Chaos,Hydraotes Chaos,Hydraotes Chaos,海德拉奥提斯混杂地,Hydraotes Chaos,Hydraotes Chaos,Hydraotes Chaos,ヒドラオテス・カオス,히드라오테스 카오스
MAP_FEATURE_NAME_491,planet feature name,Margaritifer Chaos,Margaritifer Chaos,Margaritifer Chaos,珍珠混杂地,Margaritifer Chaos,Margaritifer Chaos,Margaritifer Chaos,マルガリティファー・カオス,마르가리티페르 카오스
MAP_FEATURE_NAME_492,planet feature name,Aureum Chaos,Aureum Chaos,Aureum Chaos,金色混杂地,Aureum Chaos,Aureum Chaos,Aureum Chaos,オーレウム・カオス,아우레움 카오스
MAP_FEATURE_NAME_493,planet feature name,Hydaspis Chaos,Hydaspis Chaos,Hydaspis Chaos,海达斯皮斯混杂地,Hydaspis Chaos,Hydaspis Chaos,Hydaspis Chaos,ヒダスピス・カオス,히다스피스 카오스
MAP_FEATURE_NAME_494,planet feature name,Nilus Chaos,Nilus Chaos,Nilus Chaos,尼罗混杂地,Nilus Chaos,Nilus Chaos,Nilus Chaos,ニルス・カオス,닐루스 카오스
MAP_FEATURE_NAME_495,planet feature name,Aram Chaos,Aram Chaos,Aram Chaos,阿拉姆混杂地,Aram Chaos,Aram Chaos,Aram Chaos,アラム・カオス,아람 카오스
MAP_FEATURE_NAME_496,planet feature name,Galaxias Chaos,Galaxias Chaos,Galaxias Chaos,盖勒克西亚斯混杂地,Galaxias Chaos,Galaxias Chaos,Galaxias Chaos,ギャラクシアス・カオス,갈락시아스 카오스
MAP_FEATURE_NAME_497,planet feature name,Arsinoes Chaos,Arsinoes Chaos,Arsinoes Chaos,阿耳西诺厄混杂地,Arsinoes Chaos,Arsinoes Chaos,Arsinoes Chaos,アルシノエス・カオス,아르시노이스 카오스
MAP_FEATURE_NAME_498,planet feature name,Pyrrhae Chaos,Pyrrhae Chaos,Pyrrhae Chaos,皮拉混杂地,Pyrrhae Chaos,Pyrrhae Chaos,Pyrrhae Chaos,ピルッハエ・カオス,피르하이 카오스
MAP_FEATURE_NAME_499,planet feature name,Atlantis Chaos,Atlantis Chaos,Atlantis Chaos,亚特兰蒂斯混杂地,Atlantis Chaos,Atlantis Chaos,Atlantis Chaos,アトランティス・カオス,아틀란티스 카오스
MAP_FEATURE_NAME_500,planet feature name,Erythraeum Chaos,Erythraeum Chaos,Erythraeum Chaos,厄立特里亚混杂地,Erythraeum Chaos,Erythraeum Chaos,Erythraeum Chaos,エリトラエウム・カオス,에리트라이움 카오스
MAP_FEATURE_NAME_501,planet feature name,Gorgonum Chaos,Gorgonum Chaos,Gorgonum Chaos,戈尔工混杂地,Gorgonum Chaos,Gorgonum Chaos,Gorgonum Chaos,ゴルゴンヌム・カオス,고르고눔 카오스
MAP_FEATURE_NAME_502,planet feature name,Ganges Chaos,Ganges Chaos,Ganges Chaos,恒河混杂地,Ganges Chaos,Ganges Chaos,Ganges Chaos,ガンジス・カオス,갠지스 카오스
MAP_FEATURE_NAME_503,planet feature name,Caralis Chaos,Caralis Chaos,Caralis Chaos,卡拉利斯混杂地,Caralis Chaos,Caralis Chaos,Caralis Chaos,カラリス・カオス,카랄리스 카오스
MAP_FEATURE_NAME_504,planet feature name,Ister Chaos,Ister Chaos,Ister Chaos,伊斯特混杂地,Ister Chaos,Ister Chaos,Ister Chaos,イステル・カオス,카랄리스 카오스
MAP_FEATURE_NAME_505,planet feature name,Aromatum Chaos,Aromatum Chaos,Aromatum Chaos,阿罗马特姆混杂地,Aromatum Chaos,Aromatum Chaos,Aromatum Chaos,アロマトゥム・カオス,아로마툼 카오스
MAP_FEATURE_NAME_506,planet feature name,Hydrae Chaos,Hydrae Chaos,Hydrae Chaos,许德拉混杂地,Hydrae Chaos,Hydrae Chaos,Hydrae Chaos,ヒュドラエ・カオス,히드라이 카오스
MAP_FEATURE_NAME_507,planet feature name,Baetis Chaos,Baetis Chaos,Baetis Chaos,巴埃蒂斯混杂地,Baetis Chaos,Baetis Chaos,Baetis Chaos,バエティス・カオス,바이티스 카오스
MAP_FEATURE_NAME_508,planet feature name,Xanthe Chaos,Xanthe Chaos,Xanthe Chaos,克珊忒混杂地,Xanthe Chaos,Xanthe Chaos,Xanthe Chaos,クサンテ・カオス,크산테 카오스
MAP_FEATURE_NAME_509,planet feature name,Oxia Chaos,Oxia Chaos,Oxia Chaos,奥克夏混杂地,Oxia Chaos,Oxia Chaos,Oxia Chaos,オクシア・カオス,옥시아 카오스
MAP_FEATURE_NAME_512,planet feature name,Rupes Tenuis,Rupes Tenuis,Rupes Tenuis,特纽依斯峭壁,Rupes Tenuis,Rupes Tenuis,Rupes Tenuis,テヌイス山脈,루페스 테누이스
MAP_FEATURE_NAME_513,planet feature name,Dorsa Argentea,Dorsa Argentea,Dorsa Argentea,银色山脊群,Dorsa Argentea,Dorsa Argentea,Dorsa Argentea,アルゲンテア尾根,도르사 아르겐테아
MAP_FEATURE_NAME_514,planet feature name,Nilokeras Scopulus,Nilokera Scopulus,Nilokeras Scopulus,尼罗角断崖,Nilokera Scopulus,Nilokera Scopulus,Nilokera Scopulus,ニロケラ断崖,닐로케라 스코풀루스
MAP_FEATURE_NAME_515,planet feature name,Lycus Sulci,Lycus Sulci,Lycus Sulci,吕科斯沟脊地,Lycus Sulci,Lycus Sulci,Lycus Sulci,リュクス溝,리쿠스 술키
MAP_FEATURE_NAME_516,planet feature name,Olympus Rupes,Olympus Rupes,Olympus Rupes,奥林波斯峭壁,Olympus Rupes,Olympus Rupes,Olympus Rupes,オリンポス山脈,올림푸스 루페스
MAP_FEATURE_NAME_517,planet feature name,Phlegra Dorsa,Phlegra Dorsa,Phlegra Dorsa,佛勒格拉山脊群,Phlegra Dorsa,Phlegra Dorsa,Phlegra Dorsa,フレグラ尾根,플레그라 도르사
MAP_FEATURE_NAME_518,planet feature name,Sulci Gordii,Sulci Gordii,Sulci Gordii,戈尔迪沟脊群,Sulci Gordii,Sulci Gordii,Sulci Gordii,ゴルディー溝,술키 고르디이
MAP_FEATURE_NAME_519,planet feature name,Gigas Sulci,Gigas Sulci,Gigas Sulci,吉加斯沟脊地,Gigas Sulci,Gigas Sulci,Gigas Sulci,ギガス溝,기가스 술키
MAP_FEATURE_NAME_520,planet feature name,Angustus Labyrinthus,Angustus Labyrinthus,Angustus Labyrinthus,安古斯图斯沟网,Angustus Labyrinthus,Angustus Labyrinthus,Angustus Labyrinthus,アングストゥス迷路,안구스투스 라비린투스
MAP_FEATURE_NAME_521,planet feature name,Pityusa Patera,Pityusa Patera,Pityusa Patera,皮蒂乌萨山口,Pityusa Patera,Pityusa Patera,Pityusa Patera,ピチュサ・パテラ,피티우사 파테라
MAP_FEATURE_NAME_522,planet feature name,Peneus Patera,Peneus Patera,Peneus Patera,佩纽斯山口,Peneus Patera,Peneus Patera,Peneus Patera,ペネウス・パテラ,페네우스 파테라
MAP_FEATURE_NAME_523,planet feature name,Sinus Meridiani,Sinus Meridiani,Sinus Meridiani,子午湾,Sinus Meridiani,Sinus Meridiani,Sinus Meridiani,メリディアニ窪地,시누스 메리디아니
MAP_FEATURE_NAME_524,planet feature name,Cerberus Palus,Cerberus Palus,Cerberus Palus,刻耳柏洛斯沼,Cerberus Palus,Cerberus Palus,Cerberus Palus,ケルベロス・パルス,케르베로스 팔루스
MAP_FEATURE_NAME_525,planet feature name,Claritas Rupes,Claritas Rupes,Claritas Rupes,克拉里塔斯峭壁,Claritas Rupes,Claritas Rupes,Claritas Rupes,クラリタス山脈,클라리타스 루페스
MAP_FEATURE_NAME_526,planet feature name,Noctis Labyrinthus,Noctis Labyrinthus,Noctis Labyrinthus,诺克提斯沟网,Noctis Labyrinthus,Noctis Labyrinthus,Noctis Labyrinthus,ノクティス迷路,녹티스 라비린투스
MAP_FEATURE_NAME_527,planet feature name,Aeolis Palus,Aeolis Palus,Aeolis Palus,埃俄利斯沼,Aeolis Palus,Aeolis Palus,Aeolis Palus,アイオリス・パルス,아이올리스 팔루스
MAP_FEATURE_NAME_673,planet feature name,Airy-0,Airy-0,Airy-0,艾里-0陨击坑,Airy-0,Airy-0,Airy-0,エアリー0,에어리-0
SUPPORT_FORECAST_DETAILS_TITLE,,"Lượt này, cơ hội tăng kỳ vọng đã bị ảnh hưởng bởi:",In dieser Runde wurde die Wahrscheinlichkeit eines Anstiegs der Erwartungen beeinflusst von:,"Ce tour-ci, les attentes de la population ont été affectées par :",这回合，期望提升的可能性受以下因素影响：,"Este turno, los factores que han afectado a la probabilidad de que aumenten las expectativas son:",W tej turze na szansę wzrostu oczekiwań wpłynęły następujące czynniki:,На этом ходу на шанс повышения ожиданий населения влияют следующие факторы:,このターンで、期待の上昇可能性に影響する要素：,이번 턴에는 기대치가 상승할 확률이 다음의 영향을 받았습니다:
TERRAF_EVENT_OCEAN_REWARD,0: number,tất cả địa điểm trên cao {0} đã bị ngập,Alle Standorte in Höhe {0} wurden überflutet.,Tous les lieux au niveau {0} ont été submergés,所有海拔{0}的地点都已被淹没。,todas las ubicaciones a una altitud de {0} han quedado inundadas,wszystkie pola na poziomie {0} zostały zalane,все области с уровнем моря {0} были затоплены,高さ{0}のロケーションがすべて冠水,고도 {0}의 모든 위치가 물에 잠겼습니다
TERRAF_EVENT_RAIN_REWARD,0: number,"{0} <sprite name=""Rain_1 Icon""> trong tất cả đới khí hậu","{0} <sprite name=""Rain_1 Icon""> in allen Klimazonen","{0} <sprite name=""Rain_1 Icon""> dans toutes les zones climatiques","所有气候带为{0} <sprite name=""Rain_1 Icon"">","{0} de <sprite name=""Rain_1 Icon""> en todas las zonas climáticas","{0} <sprite name=""Rain_1 Icon""> we wszystkich strefach klimatycznych","{0} <sprite name=""Rain_1 Icon""> во всех климатических зонах","すべての気候ゾーンに{0} <sprite name=""Rain_1 Icon"">","모든 기후대에서 {0} <sprite name=""Rain_1 Icon"">"
TERRAF_EVENT_HEAT_REWARD,0: number,"{0} <sprite name=""Heat_1 Icon""> trong tất cả đới khí hậu","{0} <sprite name=""Heat_1 Icon""> in allen Klimazonen","{0} <sprite name=""Heat_1 Icon""> dans toutes les zones climatiques","所有气候带为{0} <sprite name=""Heat_1 Icon"">","{0} de <sprite name=""Heat_1 Icon""> en todas las zonas climáticas","{0} <sprite name=""Heat_1 Icon""> we wszystkich strefach klimatycznych","{0} <sprite name=""Heat_1 Icon""> во всех климатических зонах","すべての気候ゾーンに{0} <sprite name=""Heat_1 Icon"">","모든 기후대에서 {0} <sprite name=""Heat_1 Icon"">"
TERRAF_EVENT_ATMO_REWARD,0: number,"{0} <sprite name=""RadioactiveProtection_1 Icon""> ở tất cả thành phố","{0} <sprite name=""RadioactiveProtection_1 Icon""> in allen Städten","{0} <sprite name=""RadioactiveProtection_1 Icon""> dans toutes les villes","所有城市内均为{0} <sprite name=""RadioactiveProtection_1 Icon"">","{0} de <sprite name=""RadioactiveProtection_1 Icon""> en todas las ciudades","{0} <sprite name=""RadioactiveProtection_1 Icon""> we wszystkich miastach","{0} <sprite name=""RadioactiveProtection_1 Icon""> во всех городах","すべての都市に{0} <sprite name=""RadioactiveProtection_1 Icon"">","모든 도시에서 {0} <sprite name=""RadioactiveProtection_1 Icon"">"
TERRAF_EVENT_OXY_REWARD,0: number,"{0} <sprite name=""Oxygen_1 Icon""> trong tất cả đới khí hậu","{0} <sprite name=""Oxygen_1 Icon""> in allen Klimazonen","{0} <sprite name=""Oxygen_1 Icon""> dans toutes les zones climatiques","所有气候带为{0} <sprite name=""Oxygen_1 Icon"">","{0} de <sprite name=""Oxygen_1 Icon""> en todas las zonas climáticas","{0} <sprite name=""Oxygen_1 Icon""> we wszystkich strefach klimatycznych","{0} <sprite name=""Oxygen_1 Icon""> во всех климатических зонах","すべての気候ゾーンに{0} <sprite name=""Oxygen_1 Icon"">","모든 기후대에서 {0} <sprite name=""Oxygen_1 Icon"">"
LIFEFORM_SPREAD_ANIM_TITLE,0: lifeform name and 1: region name,{0} phát tán đến {1},{0} verbreitet zu {1},Introduction de {0} en {1},{0}繁衍到了{1},La forma de vida {0} se ha propagado a {1},{0}: organizm rozprzestrzenił się w regionie: {1},{0} расселяются в следующей зоне: {1},{1}に{0}を拡散,{1}이(가) {0}(으)로 확산
MAPVIEW_UNEXPLORED_TOOLTIP,,Địa điểm chưa được khám phá,Unerforschter Standort,Lieu inexploré,未经探索的地点,Ubicación no explorada,Nieodkryte pole,Неисследованная область,未調査ロケーション,탐사하지 않은 위치
NOT_ENOUGH_POWER_ERROR,,Không đủ [!POWER].,Nicht genug [!POWER].,Pas assez d’[!POWER].,[!POWER]不足。,No hay suficiente [!POWER].,Za mało [!POWER:G].,Недостаточно [!POWER].,[!POWER]が足りません。,[!POWER]이 부족합니다.
LIFEFORM_SPREAD_ANIM_REWARD,0 and 1 number,"<nobr>{0} [!SUPPORT]</nobr> và <nobr>{1} <sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon""> thu nhập ủng hộ</nobr>","<nobr>{0} [!SUPPORT]</nobr> und <nobr>{1} <sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon""> Unterstützungseinkommen</nobr>","<nobr>{0} [!SUPPORT]</nobr> et <nobr>{1} <sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon""> soutien par tour</nobr>","<nobr>{0} [!SUPPORT]</nobr>并获得<nobr>{1} <sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon"">支持度</nobr>","<nobr>{0} de [!SUPPORT]</nobr> y <nobr>{1} de producción de apoyo <sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon""></nobr>.","<nobr>{0} p. [!SUPPORT:G]</nobr> oraz <nobr>{1} do przyrostu poparcia<sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon""></nobr>","<nobr>{0} [!SUPPORT]</nobr> и <nobr>{1} <sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon""> прирост уровня поддержки</nobr>","<nobr>{0} [!SUPPORT]</nobr>と<nobr>{1} <sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon"">支持を獲得</nobr>","<nobr>{0} [!SUPPORT]</nobr> 및 <nobr>{1} <sprite name=""Support Icon""><sprite name=""Rsrc Prod Icon""> 지지도 획득량</nobr>"
TUTORIAL_SUPPORT_FORECAST,,"Thanh này thể hiện cơ hội mà mọi người <style=""tuto_highlight"">Kỳ vọng</style> sẽ tăng trong lượt tiếp theo. Càng xa về bên phải, cơ hội càng cao.","Diese Leiste zeigt die Wahrscheinlichkeit an, dass die <style=""tuto_highlight"">Erwartungen</style> deiner Bevölkerung in der nächsten Runde steigen. Je weiter rechts, desto höher die Wahrscheinlichkeit.","Cette barre représente la probabilité que les <style=""tuto_highlight"">attentes</style> de votre peuple augmentent au prochain tour. Plus elle est à droite, plus cette chance est forte.","这个进度条表示民众在下回合<style=""tuto_highlight"">期望值</style>提高的可能性。进度条越满，提高的可能性越大。","Esta barra representa la probabilidad de que las <style=""tuto_highlight"">expectativas</style> de la gente aumenten en el próximo turno. Cuanto más a la derecha se encuentre, mayor será la probabilidad.","Ten pasek informuje, jaka jest szansa na wzrost <style=""tuto_highlight"">oczekiwań</style> ludności w kolejnej turze. Im bliżej prawej strony, tym większa szansa, że oczekiwania wzrosną.","Данный индикатор отображает вероятность того, что <style=""tuto_highlight"">уровень ожиданий</style> вашего населения возрастет на следующем ходу. Чем ближе ползунок к правому краю, тем выше шанс.","このバーは、次のターンで居住者たちの<style=""tuto_highlight"">期待</style>が上昇する可能性を示しています。右に行くほど、可能性は高くなります。","이 표시줄은 사람들의 <style=""tuto_highlight"">기대치</style>가 다음 턴에 올라갈 가능성을 보여줍니다. 오른쪽까지 더 많이 차오를수록 가능성이 높아집니다."
